epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,265.363,0.95638,0.61453,1.02935,0.80965,0.9,0.93226,0.61993,1.30806,0.70039,1.21746,0.000561055,0.000561055,0.000561055
32,273.051,0.91304,0.58645,0.98992,0.94553,0.9,0.96643,0.67678,1.1524,0.72676,1.08282,0.000542723,0.000542723,0.000542723
33,280.539,0.91143,0.56042,0.99066,0.90914,0.95329,0.97143,0.69046,1.02675,0.64093,1.007,0.000524392,0.000524392,0.000524392
34,288.191,0.89205,0.55425,0.98388,0.92788,0.96756,0.995,0.66705,1.13891,0.58149,1.04879,0.00050606,0.00050606,0.00050606
35,295.901,0.89453,0.56009,0.97576,0.89192,0.99002,0.98357,0.64187,1.14704,0.63077,1.04735,0.000487729,0.000487729,0.000487729
36,303.425,0.88715,0.55028,0.98759,0.89417,0.98946,0.97143,0.70149,0.99475,0.57986,0.99913,0.000469397,0.000469397,0.000469397
37,310.953,0.87398,0.54163,0.98559,0.91724,0.9521,0.97143,0.72535,0.92869,0.62482,0.97434,0.000451066,0.000451066,0.000451066
38,324.614,0.85353,0.5275,0.96213,0.91984,0.95987,0.97143,0.74041,0.99156,0.56779,1.0252,0.000432734,0.000432734,0.000432734
39,336.987,0.88413,0.54019,0.97321,0.91197,0.95223,0.97143,0.70184,1.07417,0.59301,1.06822,0.000414403,0.000414403,0.000414403
40,344.878,0.84349,0.52364,0.97741,0.8705,0.83408,0.96083,0.73327,0.96826,0.66595,0.98339,0.000396071,0.000396071,0.000396071
41,352.903,0.83543,0.51783,0.95259,0.80666,0.9935,0.94405,0.69291,0.9796,0.70066,0.99839,0.00037774,0.00037774,0.00037774
42,360.642,0.83516,0.49884,0.95956,0.80824,0.99315,0.94,0.7057,0.96297,0.69646,0.99766,0.000359409,0.000359409,0.000359409
43,368.338,0.8048,0.4872,0.93059,0.98267,1,0.995,0.72109,1.02718,0.60545,1.00039,0.000341077,0.000341077,0.000341077
44,376.359,0.8149,0.48011,0.95803,0.82508,0.98366,0.94,0.73979,0.8914,0.59434,0.96218,0.000322745,0.000322745,0.000322745
45,384.221,0.81178,0.4916,0.94266,0.79354,0.99694,0.93112,0.70841,0.95804,0.65196,0.95791,0.000304414,0.000304414,0.000304414
46,391.761,0.78213,0.47582,0.94292,0.92688,0.98258,0.97143,0.74409,0.81875,0.55178,0.91497,0.000286083,0.000286083,0.000286083
47,399.711,0.78696,0.47555,0.94539,0.94966,0.91667,0.98357,0.73244,0.89834,0.51515,0.94736,0.000267751,0.000267751,0.000267751
48,407.52,0.78241,0.47979,0.94236,0.95495,1,0.995,0.74597,0.88568,0.43716,0.94899,0.00024942,0.00024942,0.00024942
49,415.568,0.76445,0.4568,0.92954,0.9702,1,0.995,0.74443,0.9347,0.40441,0.94388,0.000231088,0.000231088,0.000231088
50,423.256,0.72605,0.44628,0.91402,0.9753,1,0.995,0.76527,0.93895,0.42905,0.95101,0.000212757,0.000212757,0.000212757
51,432.659,0.76667,0.46246,0.93955,0.98561,1,0.995,0.74154,0.91734,0.42392,0.93315,0.000194425,0.000194425,0.000194425
52,440.421,0.73285,0.43686,0.92251,0.98795,0.99883,0.995,0.74939,0.97652,0.46974,0.98583,0.000176094,0.000176094,0.000176094
53,448.069,0.72555,0.42756,0.91815,0.90787,1,0.97143,0.73593,0.94389,0.48769,0.96795,0.000157762,0.000157762,0.000157762
54,455.547,0.73847,0.42683,0.92305,0.91175,1,0.97143,0.71963,1.01066,0.52996,0.97676,0.000139431,0.000139431,0.000139431
55,463.429,0.7109,0.4115,0.92508,0.9141,1,0.97143,0.71333,1.00695,0.50861,0.97237,0.000121099,0.000121099,0.000121099
56,471.161,0.71264,0.40988,0.91005,0.9065,1,0.97143,0.72978,0.93224,0.42911,0.93251,0.000102768,0.000102768,0.000102768
57,478.654,0.68881,0.39466,0.89447,0.89836,1,0.98357,0.72575,0.94949,0.42774,0.93041,8.4436e-05,8.4436e-05,8.4436e-05
58,486.225,0.6845,0.38947,0.89932,0.98207,0.97545,0.995,0.73029,0.97226,0.43288,0.9395,6.61045e-05,6.61045e-05,6.61045e-05
59,493.804,0.69317,0.40146,0.91057,0.98329,0.96346,0.995,0.7204,0.9624,0.44529,0.93549,4.7773e-05,4.7773e-05,4.7773e-05
60,501.605,0.67687,0.39294,0.89656,0.98582,0.96303,0.995,0.74114,0.94002,0.45365,0.92906,2.94415e-05,2.94415e-05,2.94415e-05
